Fecha-hora;Temperatura máxima ºC;Temperatura mínima ºC;Precipitación acumulada l/m²;
01/01/1995 00:00:00;7.0;2.0;5.0
02/01/1995 00:00:00;10.0;2.0;7.0
03/01/1995 00:00:00;5.0;1.5;0.0
04/01/1995 00:00:00;7.0;0.0;4.7
05/01/1995 00:00:00;10.0;2.0;19.7
06/01/1995 00:00:00;4.5;1.0;48.8
07/01/1995 00:00:00;5.0;2.0;3.6
08/01/1995 00:00:00;7.5;2.0;6.4
09/01/1995 00:00:00;7.0;2.5;0.7
10/01/1995 00:00:00;9.0;4.5;0.0
11/01/1995 00:00:00;10.5;4.5;23.7
12/01/1995 00:00:00;7.0;4.5;0.0
13/01/1995 00:00:00;5.0;2.0;0.0
14/01/1995 00:00:00;8.0;-2.0;0.0
15/01/1995 00:00:00;12.5;-2.5;0.0
16/01/1995 00:00:00;6.0;-3.5;0.0
17/01/1995 00:00:00;8.5;-2.5;8.6
18/01/1995 00:00:00;8.0;3.5;0.0
19/01/1995 00:00:00;8.0;2.0;2.4
20/01/1995 00:00:00;9.0;2.0;1.7
21/01/1995 00:00:00;10.0;1.5;0.0
22/01/1995 00:00:00;13.0;3.0;0.0
23/01/1995 00:00:00;14.0;8.5;3.0
24/01/1995 00:00:00;13.0;5.0;3.5
25/01/1995 00:00:00;14.0;8.0;0.0
26/01/1995 00:00:00;13.0;5.5;2.0
27/01/1995 00:00:00;11.0;0.0;1.4
28/01/1995 00:00:00;11.0;0.0;0.0
29/01/1995 00:00:00;11.0;5.0;6.7
30/01/1995 00:00:00;11.5;6.0;0.0
31/01/1995 00:00:00;14.0;1.0;0.0
01/02/1995 00:00:00;11.0;-1.0;0.0
02/02/1995 00:00:00;10.5;0.0;0.0
03/02/1995 00:00:00;10.5;-1.0;0.0
04/02/1995 00:00:00;14.0;-1.5;0.0
05/02/1995 00:00:00;16.5;0.0;0.0
06/02/1995 00:00:00;17.0;0.0;0.0
07/02/1995 00:00:00;13.0;0.0;0.0
08/02/1995 00:00:00;13.5;5.0;1.8
09/02/1995 00:00:00;13.0;6.0;8.7
10/02/1995 00:00:00;8.5;3.5;0.0
11/02/1995 00:00:00;9.5;-2.0;0.0
12/02/1995 00:00:00;10.5;0.0;5.0
13/02/1995 00:00:00;13.5;5.0;1.0
14/02/1995 00:00:00;16.5;7.0;1.6
15/02/1995 00:00:00;16.5;8.0;2.7
16/02/1995 00:00:00;16.5;7.5;0.0
17/02/1995 00:00:00;17.0;7.5;3.5
18/02/1995 00:00:00;8.5;4.0;0.0
19/02/1995 00:00:00;12.0;-2.0;0.0
20/02/1995 00:00:00;14.0;-1.0;0.0
21/02/1995 00:00:00;9.0;2.0;4.6
22/02/1995 00:00:00;8.0;3.0;0.0
23/02/1995 00:00:00;11.0;-2.5;1.0
24/02/1995 00:00:00;16.0;2.0;1.0
25/02/1995 00:00:00;14.0;8.0;19.7
26/02/1995 00:00:00;5.5;1.5;30.4
27/02/1995 00:00:00;5.5;1.0;0.0
28/02/1995 00:00:00;9.0;1.0;0.0
01/03/1995 00:00:00;10.5;-3.5;0.0
02/03/1995 00:00:00;10.5;0.0;5.6
03/03/1995 00:00:00;7.5;4.0;20.0
04/03/1995 00:00:00;9.5;0.5;15.0
05/03/1995 00:00:00;13.0;2.0;8.0
06/03/1995 00:00:00;7.0;3.5;1.7
07/03/1995 00:00:00;10.0;2.0;4.7
08/03/1995 00:00:00;8.5;2.0;0.0
09/03/1995 00:00:00;11.0;-2.0;0.0
10/03/1995 00:00:00;11.0;1.5;0.0
11/03/1995 00:00:00;11.0;4.0;0.0
12/03/1995 00:00:00;15.5;4.5;0.0
13/03/1995 00:00:00;11.0;8.0;0.0
14/03/1995 00:00:00;11.0;6.5;0.0
15/03/1995 00:00:00;10.5;7.0;1.0
16/03/1995 00:00:00;11.5;3.5;0.0
17/03/1995 00:00:00;15.5;0.0;0.0
18/03/1995 00:00:00;15.5;4.5;0.0
19/03/1995 00:00:00;19.5;1.0;0.0
20/03/1995 00:00:00;13.0;6.0;0.0
21/03/1995 00:00:00;17.0;-3.0;0.0
22/03/1995 00:00:00;15.0;-2.0;0.0
23/03/1995 00:00:00;14.0;2.5;0.0
24/03/1995 00:00:00;20.0;0.0;0.0
25/03/1995 00:00:00;14.5;5.0;0.0
26/03/1995 00:00:00;16.5;3.0;0.0
27/03/1995 00:00:00;17.0;1.0;0.0
28/03/1995 00:00:00;13.5;4.5;0.0
29/03/1995 00:00:00;11.0;5.0;5.3
30/03/1995 00:00:00;11.0;2.0;0.0
31/03/1995 00:00:00;16.0;1.5;0.0
01/04/1995 00:00:00;19.5;8.5;0.0
02/04/1995 00:00:00;23.0;2.0;0.0
03/04/1995 00:00:00;20.5;6.5;0.0
04/04/1995 00:00:00;20.5;4.0;0.0
05/04/1995 00:00:00;22.0;5.0;0.0
06/04/1995 00:00:00;20.0;5.0;0.0
07/04/1995 00:00:00;20.5;5.0;0.0
08/04/1995 00:00:00;20.5;7.5;0.0
09/04/1995 00:00:00;20.0;8.0;0.0
10/04/1995 00:00:00;22.5;1.0;0.0
11/04/1995 00:00:00;22.5;3.0;0.0
12/04/1995 00:00:00;22.5;4.5;0.0
13/04/1995 00:00:00;17.5;7.0;0.0
14/04/1995 00:00:00;13.5;6.0;0.0
15/04/1995 00:00:00;16.5;6.0;0.0
16/04/1995 00:00:00;10.5;6.5;0.0
17/04/1995 00:00:00;16.5;6.0;0.0
18/04/1995 00:00:00;23.0;5.0;0.0
19/04/1995 00:00:00;13.5;2.0;0.4
20/04/1995 00:00:00;13.0;1.5;6.8
21/04/1995 00:00:00;9.5;0.5;3.0
22/04/1995 00:00:00;11.0;1.0;2.0
23/04/1995 00:00:00;11.0;2.0;11.0
24/04/1995 00:00:00;8.0;4.0;7.0
25/04/1995 00:00:00;10.0;4.0;0.4
26/04/1995 00:00:00;14.5;4.5;0.0
27/04/1995 00:00:00;14.5;4.0;6.7
28/04/1995 00:00:00;17.5;5.5;0.0
29/04/1995 00:00:00;19.5;8.0;0.0
30/04/1995 00:00:00;23.5;1.5;0.0
01/05/1995 00:00:00;26.5;5.5;0.0
02/05/1995 00:00:00;23.0;8.5;0.0
03/05/1995 00:00:00;23.0;11.5;0.0
04/05/1995 00:00:00;22.5;8.0;0.0
05/05/1995 00:00:00;23.5;8.5;0.0
06/05/1995 00:00:00;24.5;12.0;0.0
07/05/1995 00:00:00;26.0;10.0;0.0
08/05/1995 00:00:00;27.5;12.0;4.0
09/05/1995 00:00:00;23.5;11.0;0.0
10/05/1995 00:00:00;20.5;10.0;0.0
11/05/1995 00:00:00;20.5;9.0;5.0
12/05/1995 00:00:00;13.5;7.0;9.8
13/05/1995 00:00:00;10.0;4.0;2.0
14/05/1995 00:00:00;20.5;0.5;4.0
15/05/1995 00:00:00;22.0;5.0;0.0
16/05/1995 00:00:00;17.0;10.0;9.0
17/05/1995 00:00:00;20.0;9.0;4.0
18/05/1995 00:00:00;20.5;11.5;0.8
19/05/1995 00:00:00;20.5;11.0;0.0
20/05/1995 00:00:00;17.5;8.0;0.0
21/05/1995 00:00:00;23.0;9.5;0.0
22/05/1995 00:00:00;23.0;11.5;0.0
23/05/1995 00:00:00;23.5;11.0;0.0
24/05/1995 00:00:00;25.0;10.0;3.4
25/05/1995 00:00:00;16.5;12.0;0.0
26/05/1995 00:00:00;24.5;3.0;0.0
27/05/1995 00:00:00;28.0;8.0;0.0
28/05/1995 00:00:00;29.0;15.0;0.0
29/05/1995 00:00:00;18.5;12.0;0.0
