Fecha-hora;Temperatura máxima ºC;Temperatura media ºC;Temperatura mínima ºC;Humedad relativa med. %;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;Radiación global W/m²;Velocidad media viento 2 m m/s;Dirección viento 2 m (MODA) sector;
01/01/1998 00:00:00;;;;;;;;;;
02/01/1998 00:00:00;;;;;;;;;;
03/01/1998 00:00:00;;;;;;;;;;
04/01/1998 00:00:00;;;;;;;;;;
05/01/1998 00:00:00;;;;;;;;;;
06/01/1998 00:00:00;;;;;;;;;;
07/01/1998 00:00:00;;;;;;;;;;
08/01/1998 00:00:00;;;;;;;;;;
09/01/1998 00:00:00;;;;;;;;;;
10/01/1998 00:00:00;;;;;;;;;;
11/01/1998 00:00:00;;;;;;;;;;
12/01/1998 00:00:00;;;;;;;;;;
13/01/1998 00:00:00;;;;;;;;;;
14/01/1998 00:00:00;;;;;;;;;;
15/01/1998 00:00:00;;;;;;;;;;
16/01/1998 00:00:00;;;;;;;;;;
17/01/1998 00:00:00;;;;;;;;;;
18/01/1998 00:00:00;;;;;;;;;;
19/01/1998 00:00:00;;;;;;;;;;
20/01/1998 00:00:00;;;;;;;;;;
21/01/1998 00:00:00;;;;;;;;;;
22/01/1998 00:00:00;;;;;;;;;;
23/01/1998 00:00:00;;;;;;;;;;
24/01/1998 00:00:00;;;;;;;;;;
25/01/1998 00:00:00;;;;;;;;;;
26/01/1998 00:00:00;;;;;;;;;;
27/01/1998 00:00:00;;;;;;;;;;
28/01/1998 00:00:00;;;;;;;;;;
29/01/1998 00:00:00;;;;;;;;;;
30/01/1998 00:00:00;;;;;;;;;;
31/01/1998 00:00:00;;;;;;;;;;
01/02/1998 00:00:00;;;;;;;;;;
02/02/1998 00:00:00;;;;;;;;;;
03/02/1998 00:00:00;;;;;;;;;;
04/02/1998 00:00:00;;;;;;;;;;
05/02/1998 00:00:00;;;;;;;;;;
06/02/1998 00:00:00;;;;;;;;;;
07/02/1998 00:00:00;;;;;;;;;;
08/02/1998 00:00:00;;;;;;;;;;
09/02/1998 00:00:00;;;;;;;;;;
10/02/1998 00:00:00;;;;;;;;;;
11/02/1998 00:00:00;;;;;;;;;;
12/02/1998 00:00:00;;;;;;;;;;
13/02/1998 00:00:00;;;;;;;;;;
14/02/1998 00:00:00;;;;;;;;;;
15/02/1998 00:00:00;;;;;;;;;;
16/02/1998 00:00:00;;;;;;;;;;
17/02/1998 00:00:00;;;;;;;;;;
18/02/1998 00:00:00;;;;;;;;;;
19/02/1998 00:00:00;;;;;;;;;;
20/02/1998 00:00:00;;;;;;;;;;
21/02/1998 00:00:00;;;;;;;;;;
22/02/1998 00:00:00;;;;;;;;;;
23/02/1998 00:00:00;;;;;;;;;;
24/02/1998 00:00:00;;;;;;;;;;
25/02/1998 00:00:00;;;;;;;;;;
26/02/1998 00:00:00;;;;;;;;;;
27/02/1998 00:00:00;;;;;;;;;;
28/02/1998 00:00:00;;;;;;;;;;
01/03/1998 00:00:00;;;;;;;;;;
02/03/1998 00:00:00;;;;;;;;;;
03/03/1998 00:00:00;;;;;;;;;;
04/03/1998 00:00:00;;;;;;;;;;
05/03/1998 00:00:00;;;;;;;;;;
06/03/1998 00:00:00;;;;;;;;;;
07/03/1998 00:00:00;;;;;;;;;;
08/03/1998 00:00:00;;;;;;;;;;
09/03/1998 00:00:00;;;;;;;;;;
10/03/1998 00:00:00;;;;;;;;;;
11/03/1998 00:00:00;;;;;;;;;;
12/03/1998 00:00:00;;;;;;;;;;
13/03/1998 00:00:00;;;;;;;;;;
14/03/1998 00:00:00;;;;;;;;;;
15/03/1998 00:00:00;;;;;;;;;;
16/03/1998 00:00:00;;;;;;;;;;
17/03/1998 00:00:00;;;;;;;;;;
18/03/1998 00:00:00;;;;;;;;;;
19/03/1998 00:00:00;;;;;;;;;;
20/03/1998 00:00:00;;;;;;;;;;
21/03/1998 00:00:00;;;;;;;;;;
22/03/1998 00:00:00;;;;;;;;;;
23/03/1998 00:00:00;;;;;;;;;;
24/03/1998 00:00:00;;;;;;;;;;
25/03/1998 00:00:00;;;;;;;;;;
26/03/1998 00:00:00;;;;;;;;;;
27/03/1998 00:00:00;;;;;;;;;;
28/03/1998 00:00:00;;;;;;;;;;
29/03/1998 00:00:00;;;;;;;;;;
30/03/1998 00:00:00;;;;;;;;;;
31/03/1998 00:00:00;;;;;;;;;;
01/04/1998 00:00:00;;;;;;;;;;
02/04/1998 00:00:00;;;;;;;;;;
03/04/1998 00:00:00;;;;;;;;;;
04/04/1998 00:00:00;;;;;;;;;;
05/04/1998 00:00:00;;;;;;;;;;
06/04/1998 00:00:00;;;;;;;;;;
07/04/1998 00:00:00;;;;;;;;;;
08/04/1998 00:00:00;;;;;;;;;;
09/04/1998 00:00:00;;;;;;;;;;
10/04/1998 00:00:00;;;;;;;;;;
11/04/1998 00:00:00;;;;;;;;;;
12/04/1998 00:00:00;;;;;;;;;;
13/04/1998 00:00:00;;;;;;;;;;
14/04/1998 00:00:00;;;;;;;;;;
15/04/1998 00:00:00;;;;;;;;;;
16/04/1998 00:00:00;;;;;;;;;;
17/04/1998 00:00:00;;;;;;;;;;
18/04/1998 00:00:00;;;;;;;;;;
19/04/1998 00:00:00;;;;;;;;;;
20/04/1998 00:00:00;;;;;;;;;;
21/04/1998 00:00:00;;;;;;;;;;
22/04/1998 00:00:00;;;;;;;;;;
23/04/1998 00:00:00;;;;;;;;;;
24/04/1998 00:00:00;;;;;;;;;;
25/04/1998 00:00:00;;;;;;;;;;
26/04/1998 00:00:00;;;;;;;;;;
27/04/1998 00:00:00;;;;;;;;;;
28/04/1998 00:00:00;;;;;;;;;;
29/04/1998 00:00:00;;;;;;;;;;
30/04/1998 00:00:00;;;;;;;;;;
01/05/1998 00:00:00;;;;;;;;;;
02/05/1998 00:00:00;;;;;;;;;;
03/05/1998 00:00:00;;;;;;;;;;
04/05/1998 00:00:00;;;;;;;;;;
05/05/1998 00:00:00;;;;;;;;;;
06/05/1998 00:00:00;;;;;;;;;;
07/05/1998 00:00:00;;;;;;;;;;
08/05/1998 00:00:00;;;;;;;;;;
09/05/1998 00:00:00;;;;;;;;;;
10/05/1998 00:00:00;;;;;;;;;;
11/05/1998 00:00:00;;;;;;;;;;
12/05/1998 00:00:00;;;;;;;;;;
13/05/1998 00:00:00;;;;;;;;;;
14/05/1998 00:00:00;;;;;;;;;;
15/05/1998 00:00:00;;;;;;;;;;
16/05/1998 00:00:00;;;;;;;;;;
17/05/1998 00:00:00;;;;;;;;;;
18/05/1998 00:00:00;;;;;;;;;;
19/05/1998 00:00:00;;;;;;;;;;
20/05/1998 00:00:00;;;;;;;;;;
21/05/1998 00:00:00;;;;;;;;;;
22/05/1998 00:00:00;;;;;;;;;;
23/05/1998 00:00:00;;;;;;;;;;
24/05/1998 00:00:00;;;;;;;;;;
25/05/1998 00:00:00;;;;;;;;;;
26/05/1998 00:00:00;;;;;;;;;;
27/05/1998 00:00:00;;;;;;;;;;
28/05/1998 00:00:00;;;;;;;;;;
29/05/1998 00:00:00;;;;;;;;;;
30/05/1998 00:00:00;;;;;;;;;;
31/05/1998 00:00:00;24.55;16.6;9.7;58.54;92.8;22.02;0.0;295.85;1.64;5.0
01/06/1998 00:00:00;26.9;18.14;13.08;72.59;91.5;32.53;;145.16;3.29;4.0
02/06/1998 00:00:00;26.64;20.33;15.22;55.86;87.4;28.04;;263.73;2.54;8.0
03/06/1998 00:00:00;27.11;19.89;10.27;55.52;88.7;34.32;;279.1;1.75;7.0
04/06/1998 00:00:00;30.14;22.99;15.53;60.61;88.3;32.38;;326.75;2.28;4.0
05/06/1998 00:00:00;30.3;22.58;16.31;61.71;92.8;31.77;;305.99;2.87;8.0
06/06/1998 00:00:00;25.94;20.16;16.37;75.62;91.5;48.63;;248.27;2.62;8.0
07/06/1998 00:00:00;21.31;18.37;15.11;65.85;83.9;56.08;;277.24;4.45;8.0
08/06/1998 00:00:00;28.08;19.57;12.63;61.12;83.9;39.59;;347.28;1.48;8.0
09/06/1998 00:00:00;32.95;23.56;13.94;59.78;92.5;26.24;;374.75;0.86;7.0
10/06/1998 00:00:00;22.18;19.36;16.57;63.07;80.4;48.61;;265.2;4.99;8.0
11/06/1998 00:00:00;18.22;15.3;12.19;54.47;69.42;41.25;;297.66;6.31;8.0
12/06/1998 00:00:00;18.81;14.15;9.15;53.03;75.0;31.19;;297.49;5.4;8.0
13/06/1998 00:00:00;25.35;16.15;7.45;64.68;91.0;42.18;;376.9;2.34;7.0
14/06/1998 00:00:00;21.51;17.79;15.15;59.53;72.6;41.47;;231.24;4.11;8.0
15/06/1998 00:00:00;21.99;17.03;14.03;55.37;69.62;34.38;;274.82;3.43;8.0
16/06/1998 00:00:00;22.6;16.09;8.98;58.2;87.1;33.03;;327.21;3.27;8.0
17/06/1998 00:00:00;28.05;18.07;7.53;54.39;90.4;21.78;;337.59;1.38;6.0
18/06/1998 00:00:00;33.44;22.4;9.8;53.43;91.2;18.61;;387.09;0.98;8.0
19/06/1998 00:00:00;35.58;25.66;13.24;51.75;91.1;20.39;;382.11;1.54;4.0
20/06/1998 00:00:00;36.32;27.26;16.65;34.9;71.9;13.52;;387.41;2.79;4.0
21/06/1998 00:00:00;34.39;24.84;16.29;40.54;66.77;18.43;;266.9;2.44;4.0
22/06/1998 00:00:00;28.32;21.54;16.47;60.58;80.0;40.5;;365.97;4.55;8.0
23/06/1998 00:00:00;28.8;21.67;14.66;55.84;77.4;35.51;;368.33;3.87;8.0
24/06/1998 00:00:00;32.32;22.47;13.83;56.4;87.8;24.3;;368.09;2.34;8.0
25/06/1998 00:00:00;24.85;20.34;16.55;57.56;69.86;46.39;;362.39;5.17;8.0
26/06/1998 00:00:00;30.29;21.46;14.16;57.89;79.8;33.34;;365.39;2.2;8.0
27/06/1998 00:00:00;32.13;23.22;16.23;61.83;83.9;30.96;;362.54;2.41;8.0
28/06/1998 00:00:00;29.49;22.17;15.64;50.58;66.31;31.74;;374.98;4.33;8.0
29/06/1998 00:00:00;30.88;22.11;16.16;61.39;91.4;33.75;;308.75;2.85;8.0
30/06/1998 00:00:00;25.71;20.03;14.95;74.31;92.5;55.87;;342.1;3.68;8.0
01/07/1998 00:00:00;26.84;20.42;16.63;80.15;94.5;54.71;10.85;217.14;2.06;4.0
02/07/1998 00:00:00;25.98;20.5;16.26;66.49;95.6;40.17;0.2;327.66;1.84;8.0
03/07/1998 00:00:00;25.11;20.09;13.72;61.96;93.2;40.8;0.0;364.55;3.1;8.0
04/07/1998 00:00:00;26.11;20.11;14.09;62.36;85.1;40.91;0.0;375.79;3.5;8.0
05/07/1998 00:00:00;29.61;21.92;14.27;55.8;85.2;25.79;0.0;390.77;3.01;8.0
06/07/1998 00:00:00;35.92;25.07;13.59;53.52;92.3;24.51;0.0;368.85;1.62;4.0
07/07/1998 00:00:00;22.62;19.64;16.26;61.46;77.0;44.85;0.0;240.91;5.19;8.0
08/07/1998 00:00:00;23.41;19.43;15.87;58.8;79.2;39.76;0.0;348.43;4.98;8.0
09/07/1998 00:00:00;26.98;19.88;13.32;54.02;75.1;35.5;0.0;382.18;4.32;8.0
10/07/1998 00:00:00;28.97;20.03;11.54;56.29;85.1;29.81;0.0;381.96;3.33;8.0
11/07/1998 00:00:00;25.86;20.28;14.38;62.04;79.2;45.32;0.0;377.23;4.31;8.0
12/07/1998 00:00:00;32.94;22.75;12.52;52.56;89.4;19.77;0.0;383.6;1.19;7.0
13/07/1998 00:00:00;26.07;20.77;15.55;70.93;92.8;37.39;4.22;266.94;3.29;8.0
14/07/1998 00:00:00;22.56;19.14;16.57;62.87;86.0;42.6;0.0;381.87;4.78;8.0
15/07/1998 00:00:00;27.73;19.12;11.96;53.15;77.0;24.12;0.0;373.18;3.39;8.0
16/07/1998 00:00:00;30.84;21.33;11.27;59.89;93.6;29.69;0.0;377.84;1.67;9.0
